['Dr. Reshma Phulwar', '11', 'Dentist', '300', '96% ', 'Chembur', 'Mumbai']
['Dr. Maxim Dmello', '36', 'Ayurveda', '2000', '100% ', 'Borivali West', 'Surat']
['Dr. D.G. Saple', '23', 'Dentist', '900', '100% ', 'Mahim', 'Surat']
['Dr. Mithali Jage', '14', 'Dermatologist', '800', '95% ', 'Chembur', 'Surat']
['Dr. Sunil Ghate', '18', 'Homoeopath', '900', '99% ', 'Chembur East', 'Surat']
['Dr. Sinu Sudharmani', '18', 'Ayurveda', '1000', '92% ', 'Khar West', 'Surat']
['Dr. Nidha Khan', '41', 'Dentist', '1300', '67% ', 'Andheri West', 'Surat']
['Dr. Mikita D Yadav', '14', 'Dermatologist', '1000', '97% ', 'Mulund West', 'Surat']
['Dr. Shetty Kshiti', '12', 'Homoeopath', '1000', '97% ', 'Mulund West', 'Surat']
['Dr. Jasmit B.Desai', '17', 'Ayurveda', '1000', '97% ', 'Borivali West', 'Surat']
['Dr. Vivian Varghese', '20', 'Dentist', '1000', '33% ', 'Borivali West', 'Surat']
['Dr. Devang Shah', '13', 'Dermatologist', '700', '97% ', 'Kandivali West', 'Surat']
['Dr. Parag Shah', '18', 'Homoeopath', '450', '95% ', 'Ghatkopar East', 'Surat']
['Dr. Amit Chavan', '34', 'Ayurveda', '1500', '97% ', 'Dadar East', 'Surat']
['Dr. Hetal Chheda', '39', 'Dentist', '1700', '100% ', 'Borivali West', 'Surat']
['Dr. Pallavi Parekh', '25', 'Dermatologist', '500', '92% ', 'Bandra West', 'Surat']
['Dr. Mayuri Jobanputra Shah', '18', 'Homoeopath', '1000', '98% ', 'Borivali West', 'Surat']
['Dr. Harsh Haren Shah', '20', 'Ayurveda', '800', '96% ', 'Mira Road', 'Surat']
['Dr. Nysha Garg', '15', 'Dentist', '1200', '100% ', 'Goregaon East', 'Surat']
['Dr. Vindhya Raparla', '31', 'Dermatologist', '600', '95% ', 'Marine Lines', 'Surat']
['Dr. Nimesh Mehta', '7', 'Homoeopath', '500', '99% ', 'Mahim', 'Surat']
['Dr. Sneha Gupta Palvia', '11', 'Ayurveda', '300', '95% ', 'Grant Road', 'Surat']
['Dr. Meeth Atawane', '25', 'Dentist', '700', '87% ', 'Andheri East', 'Pune']
['Dr. Priyanka Ghuge Avhad', '15', 'Dermatologist', '500', '91% ', 'Sion', 'Pune']
['Dr. Rucha Kagne', '13', 'Homoeopath', '300', '93% ', 'Mahim', 'Pune']
['Dr. Saloni Vora', '16', 'Ayurveda', '400', '96% ', 'Marine Lines', 'Pune']
['Dr. Shankar Sawant', '12', 'Dentist', '300', '100% ', 'Mahim', 'Pune']
['Dr. Suchita Dattatray Parab', '13', 'Dermatologist', '500', '99% ', 'Borivali West', 'Pune']
['Dr. Pallavi Sule', '13', 'Homoeopath', '1000', '97% ', 'Powai', 'Pune']
['Dr. Anurag Ahuja', '13', 'Ayurveda', '200', '83% ', 'Mayur Vihar Ph-I', 'Pune']
['Dr. Namita Karna', '24', 'Dentist', '500', '93% ', 'Panchsheel Park', 'Pune']
['Dr. Meeka Gulati', '17', 'Dermatologist', '500', '93% ', 'Janakpuri', 'Pune']
['Dr. Asheesh Gupta', '18', 'Homoeopath', '500', '100% ', 'Paschim Vihar', 'Pune']
['Dr. Parul Gupta', '23', 'Ayurveda', '1500', '94% ', 'Rohini', 'Pune']
['Dr. Sachin Bansal', '10', 'Dentist', '1000', '100% ', 'Pitampura', 'Pune']
['Dr. Prashant Ojha', '11', 'Dermatologist', '800', '100% ', 'Saket', 'Pune']
['Dr. Pankaj Rao', '37', 'Homoeopath', '1000', '100% ', 'Dwarka', 'Pune']
['Dr. Neeti Sharma', '11', 'Ayurveda', '1000', '100% ', 'Katwaria Sarai', 'Pune']
['Dr. Neetu Singh', '12', 'Dentist', '1000', '88% ', 'Dwarka Sector 7', 'Pune']
['Dr. A J Kanwar', '13', 'Dermatologist', '1000', '93% ', 'Greater Kailash Part 1', 'Pune']
['Dr. Shruti Gupta', '41', 'Homoeopath', '1200', '82% ', 'Kamla Nagar', 'Pune']
['Dr. Shilpi Bansal', '24', 'Ayurveda', '800', '87% ', 'Rohini Sector 3', 'Pune']
['Dr. Syed Nazim Hussain', '53', 'Dentist', '700', '88% ', 'Saket', 'Pune']
['Dr. Navnit Haror', '21', 'Dermatologist', '700', '98% ', 'Greater Kailash Part 1', 'Pune']
['Dr. Vijay Singhal', '24', 'Homoeopath', '450', '99% ', 'Punjabi Bagh', 'Pune']
['Dr. Hemant Sharma', '15', 'Ayurveda', '450', '93% ', 'Pusa Road', 'Pune']
['Dr. Geetali Kharghoria', '19', 'Dentist', '450', '92% ', 'Defence Colony', 'Pune']
['Dr. Nitika Nijhara', '24', 'Dermatologist', '450', '99% ', 'Patel Nagar East', 'Pune']
['Dr. Jaishree Noor', '23', 'Homoeopath', '700', '89% ', 'Vasant Vihar', 'Pune']
['Dr. Aditya Aggarwal', '24', 'Ayurveda', '450', '95% ', 'Laxmi Nagar', 'Pune']
['Dr. Neeraj Pasricha', '18', 'Dentist', '450', '99% ', 'Paschim Vihar', 'Pune']
['Dr. Madhav Shyam', '33', 'Dermatologist', '1200', '100% ', 'Dwarka Sector 12', 'Pune']
['Dr. Pratima Grover', '14', 'Homoeopath', '800', '96% ', 'Mayur Vihar Ph-I', 'Pune']
['Dr. Sunil Kumar Dwivedi', '21', 'Ayurveda', '800', '99% ', 'Dwarka', 'Pune']
['Dr. Chander Vansh Bareja', '40', 'Dentist', '1000', '99% ', 'Pitampura', 'Pune']
['Dr. Poonam Pasricha', '26', 'Dermatologist', '2000', '100% ', 'Paschim Vihar', 'Pune']
['Dr. Ajay Kumar Grover', '34', 'Homoeopath', '700', '98% ', 'Old Rajendra Nagar', 'Pune']
['Dr. Pallavi Joshi', '16', 'Ayurveda', '299', '100% ', 'Saket', 'Pune']
['Dr. Shashi Garg', '34', 'Dentist', '400', '100% ', 'Dwarka Sector 6', 'Jaipur']
['Dr. Mahesh Shah', '16', 'Dermatologist', '299', '98% ', 'Patel Nagar East', 'Jaipur']
['Dr. Vijay Abbot', '30', 'Homoeopath', '1500', '91% ', 'Patel Nagar East', 'Jaipur']
['Dr. Jyoti Arora Monga', '13', 'Ayurveda', '600', '89% ', 'Lajpat Nagar', 'Jaipur']
['Dr. Madhu Sudan', '12', 'Dentist', '500', '98% ', 'Kalkaji', 'Jaipur']
['Dr. Vipin Kumar', '10', 'Dermatologist', '200', '95% ', 'Patel Nagar East', 'Jaipur']
['Dr. Sugeeta Mutreja', '9', 'Homoeopath', '500', '100% ', 'Dwarka', 'Jaipur']
['Dr. Shyla Vahab', '9', 'Ayurveda', '500', '96% ', 'Dwarka Sector 13', 'Jaipur']
['Dr. Vijay Dagar', '13', 'Dentist', '500', '99% ', 'Uttam Nagar', 'Jaipur']
['Dr. Anjana Kalia', '30', 'Dermatologist', '750', '100% ', 'Dwarka', 'Jaipur']
['Dr. S K Singh', '10', 'Homoeopath', '200', '96% ', 'Rohini', 'Jaipur']
['Dr. Rajat Sachdeva', '14', 'Ayurveda', '1500', '94% ', 'Ashok Vihar', 'Jaipur']
['Dr. Harveen Nakra', '13', 'Dentist', '500', '94% ', 'Punjabi Bagh', 'Jaipur']
['Dr. Prachi Kohli', '24', 'Dermatologist', '800', '99% ', 'Kamla Nagar', 'Jaipur']
['Dr. Ruchir Chawla', '36', 'Homoeopath', '2000', '40% ', 'Katwaria Sarai', 'Jaipur']
['Dr. Jyoti Ahlawat', '23', 'Ayurveda', '900', '91% ', 'Vasundhra Enclave', 'Jaipur']
['Dr. Arun Kant', '14', 'Dentist', '800', '96% ', 'Dwarka', 'Jaipur']
['Dr. Shilpa Kalra', '18', 'Dermatologist', '900', '89% ', 'Dwarka', 'Jaipur']
['Dr. Vinod Khanna', '18', 'Homoeopath', '1000', '82% ', 'Ramesh Nagar', 'Jaipur']
['Dr. Poonam Yadav', '41', 'Ayurveda', '1300', '100% ', 'Dwarka', 'Jaipur']
['Dr. Aakriti Bansal', '14', 'Dentist', '1000', '100% ', 'Pitampura', 'Jaipur']
['Dr. Sirisha Singh', '12', 'Dermatologist', '1000', '93% ', 'Greater Kailash Part 1', 'Jaipur']
['Dr. Indu Ballani', '17', 'Homoeopath', '1000', '50% ', 'Pusa Road', 'Jaipur']
['Dr. Sunakshi Singh', '20', 'Ayurveda', '1000', '100% ', 'CR Park', 'Jaipur']
['Dr. Nipun Jain', '13', 'Dentist', '700', '56% ', 'Dwarka', 'Jaipur']
['Dr. Deepti  Shrivastava', '18', 'Dermatologist', '450', '71% ', 'Anand Vihar', 'Jaipur']
['Dr. Nidhi Rohatgi', '34', 'Homoeopath', '1500', '100% ', 'Vasant Kunj', 'Jaipur']
['Dr. Pranjal Joshi', '39', 'Ayurveda', '1700', '86% ', 'Shivalik', 'Jaipur']
['Dr. Geetika Srivastava', '25', 'Dentist', '500', '29% ', 'Hauz Khas', 'Jaipur']
['Dr. Jatin Sidhwa', '18', 'Dermatologist', '1000', '100% ', 'Vasant Kunj', 'Jaipur']
['Dr. Richa Sharma', '20', 'Homoeopath', '800', '98% ', 'Dwarka', 'Jaipur']
['Dr. Ranjana Gupta', '15', 'Ayurveda', '1200', '99% ', 'Dwarka', 'Jaipur']
['Dr. Ruchi Arora', '31', 'Dentist', '600', '100% ', 'Green Park', 'Jaipur']
['Dr. Suchindra Sachdeva', '7', 'Dermatologist', '500', '100% ', 'Sukhdev Vihar', 'Jaipur']
['Dr. Ruhin Fatima', '21', 'Homoeopath', '800', '99% ', 'South Extension 1', 'Jaipur']
['Dr. Vandana Mittal', '28', 'Ayurveda', '300', '100% ', 'Malviya Nagar', 'Jaipur']
['Dr. C B Singh', '14', 'Dentist', '500', '98% ', 'Laxmi Nagar', 'Lucknow']
['Dr. Shweta Bhandari', '16', 'Dermatologist', '1000', '99% ', 'Krishna Nagar', 'Lucknow']
['Dr. Ankush Jain', '28', 'Homoeopath', '300', '100% ', 'Ashok Vihar Phase 1', 'Lucknow']
['Dr. Reena Agarwal', '36', 'Ayurveda', '300', '92% ', 'Kamla Nagar', 'Lucknow']
['Dr. Ajay Kumar Grover', '45', 'Dentist', '1500', '89% ', 'Old Rajendra Nagar', 'Lucknow']
['Dr. Shabnam Chauhan', '12', 'Dermatologist', '700', '96% ', 'Chattarpur', 'Lucknow']
['Dr. Preeti Jiyal', '9', 'Homoeopath', '250', '100% ', 'Sarita Vihar', 'Lucknow']
['Dr. Abhishek Jaroliya', '23', 'Ayurveda', '300', '75% ', 'Laxmi Nagar', 'Lucknow']
['Dr. Devika Khatak', '11', 'Dentist', '300', '69% ', 'Pitampura', 'Lucknow']
['Dr. Sunil Tomar', '25', 'Dermatologist', '700', '94% ', 'Rajouri Garden', 'Lucknow']
['Dr. Ravinder Kumar', '15', 'Homoeopath', '500', '68% ', 'Shahdara', 'Lucknow']
['Dr. Amit Kumar Dubey', '13', 'Ayurveda', '300', '94% ', 'Karol Bagh', 'Lucknow']
['Dr. Ajay Pal Singh', '16', 'Dentist', '400', '96% ', 'Tilak Nagar', 'Lucknow']
['Dr. Sudershan Kumar Sharma', '12', 'Dermatologist', '300', '100% ', 'Laxmi Nagar', 'Lucknow']
['Dr. Tinkle Rani', '13', 'Homoeopath', '500', '100% ', 'Dwarka', 'Lucknow']
['Dr. Chhavi Bajaj', '13', 'Ayurveda', '1000', '93% ', 'Dwarka Sector 3', 'Lucknow']
['Dr. Vijay Tanwar', '13', 'Dentist', '200', '100% ', 'Chattarpur', 'Lucknow']
['Dr. Amandeep Singh Arora', '24', 'Dermatologist', '500', '88% ', 'Vasant Vihar', 'Lucknow']
['Dr. Karuna Bector  Arora', '17', 'Homoeopath', '500', '96% ', 'Vasant Vihar', 'Lucknow']
['Dr. Ashish Bansal', '18', 'Ayurveda', '500', '100% ', 'Pitampura', 'Lucknow']
['Dr. Srijan Shilpi', '23', 'Dentist', '1500', '100% ', 'Saket', 'Lucknow']
['Dr. Anashwar Bhalla', '10', 'Dermatologist', '1000', '80% ', 'Nizamuddin East', 'Lucknow']
['Dr. Shivesh Mishra', '11', 'Homoeopath', '800', '97% ', 'Preet Vihar', 'Lucknow']
['Dr. Simrata Garg', '37', 'Ayurveda', '1000', '88% ', 'Paschim Vihar', 'Lucknow']
['Dr. Anukriti Bansal Aggarwal', '11', 'Dentist', '1000', '100% ', 'Rohini Sector 18', 'Lucknow']
['Dr. Vinay Singh', '12', 'Dermatologist', '1000', '96% ', 'Pitampura', 'Lucknow']
['Dr. Sweksha', '13', 'Homoeopath', '1000', '94% ', 'Safdarjung Enclave', 'Lucknow']
['Dr. S.K Kashyap', '41', 'Ayurveda', '1200', '88% ', 'Vasant Vihar', 'Lucknow']
['Dr. Anuva Bansal', '24', 'Dentist', '800', '100% ', 'Pusa Road', 'Lucknow']
['Dr. Manu Saxena', '53', 'Dermatologist', '700', '96% ', 'Nehru Place', 'Lucknow']
['Dr. Devinder M. Mahajan', '21', 'Homoeopath', '700', '99% ', 'Sarita Vihar', 'Lucknow']
['Dr. Sandeep Gupta', '24', 'Ayurveda', '450', '100% ', 'Hari Nagar', 'Lucknow']
['Dr. Anju Mangla', '15', 'Dentist', '450', '94% ', 'Sarita Vihar', 'Lucknow']
['Dr. Jangid', '19', 'Dermatologist', '450', '100% ', 'Saket', 'Lucknow']
['Dr. Arihant Surana', '24', 'Homoeopath', '450', '98% ', 'Defence Colony', 'Lucknow']
['Dr. Anika Gupta', '23', 'Ayurveda', '700', '99% ', 'Rohini Sector 11', 'Lucknow']
['Dr. Pratima Grover', '24', 'Dentist', '450', '100% ', 'Mayur Vihar Ph-I', 'Kanpur']
['Dr. Madhav Shyam', '18', 'Dermatologist', '450', '100% ', 'Dwarka Sector 12', 'Kanpur']
['Dr. Mukta Garg', '33', 'Homoeopath', '1200', '99% ', 'Janakpuri', 'Kanpur']
['Dr. Shashi Garg', '14', 'Ayurveda', '800', '100% ', 'Janakpuri', 'Kanpur']
['Dr. Gurpreet Juneja', '21', 'Dentist', '800', '96% ', 'Patel Nagar', 'Kanpur']
['Dr. Sourav Biswas', '40', 'Dermatologist', '1000', '89% ', 'Pitampura', 'Kanpur']
['Dr. Mridu Avinashi', '26', 'Homoeopath', '2000', '94% ', 'Rajouri Garden', 'Kanpur']
['Dr. Priyanka Rai', '34', 'Ayurveda', '700', '100% ', 'Dwarka', 'Kanpur']
['Dr. Rupinder Kaur', '16', 'Dentist', '299', '96% ', 'Old Rajendra Nagar', 'Kanpur']
['Dr. Rakesh Gupta', '34', 'Dermatologist', '400', '95% ', 'Rohini', 'Kanpur']
['Dr. Ruchi Gupta', '16', 'Homoeopath', '299', '56% ', 'Rohini', 'Kanpur']
['Dr. Alka Tyagi', '30', 'Ayurveda', '1500', '98% ', 'Tilak Nagar', 'Kanpur']
['Dr. Dijin Dinesh', '13', 'Dentist', '600', '100% ', 'Rohini Sector 7', 'Kanpur']
['Dr. Praveen Rustagi', '12', 'Dermatologist', '500', '85% ', 'Malviya Nagar', 'Kanpur']
['Dr. Shraddha Jain', '10', 'Homoeopath', '200', '95% ', 'Patel Nagar West', 'Kanpur']
['Dr. Sudhanshu Pandey', '9', 'Ayurveda', '500', '100% ', 'Laxmi Nagar', 'Kanpur']
['Dr. Manju Singh', '9', 'Dentist', '500', '95% ', 'Connaught Place', 'Kanpur']
['Dr. Nirmal Kumar Das', '13', 'Dermatologist', '500', '90% ', 'Dindarpur', 'Kanpur']
['Dr. Deepak', '30', 'Homoeopath', '750', '100% ', 'Paschim Vihar', 'Kanpur']
['Dr. Amit Sagar', '10', 'Ayurveda', '200', '99% ', 'Vasant Kunj', 'Kanpur']
['Dr. Namrata Sharma', '14', 'Dentist', '1500', '100% ', 'Vasant Kunj', 'Kanpur']
['Dr. Shiv P Mahapatra', '13', 'Dermatologist', '500', '95% ', 'Dwarka Sector 22', 'Kanpur']
['Dr. Nikhil', '24', 'Homoeopath', '800', '97% ', 'Vasant Kunj', 'Kanpur']
['Dr. Vidhi Walia Mishra', '36', 'Ayurveda', '2000', '96% ', 'Preet Vihar', 'Kanpur']
['Dr. Surbhi Anand', '23', 'Dentist', '900', '94% ', 'East Of Kailash', 'Kanpur']
['Dr. Aman Sachdev', '14', 'Dermatologist', '800', '97% ', 'Paschim Vihar', 'Kanpur']
['Dr. Dhruv Yadav', '18', 'Homoeopath', '900', '90% ', 'Mayur Vihar Ph-II', 'Kanpur']
['Dr. Amandeep Dhillon', '18', 'Ayurveda', '1000', '100% ', 'East Of Kailash', 'Kanpur']
['Dr. Harleen Gandhi Kalsi', '41', 'Dentist', '1300', '100% ', 'South Extension 2', 'Kanpur']
['Dr. Gunjan Verma', '14', 'Dermatologist', '1000', '100% ', 'Dwarka', 'Kanpur']
['Dr. Sunakshi Singh', '12', 'Homoeopath', '1000', '100% ', 'CR Park', 'Kanpur']
['Dr. Sandeep Gupta', '17', 'Ayurveda', '1000', '99% ', 'Hari Nagar', 'Kanpur']
['Dr. Jatin Sidhwa', '20', 'Dentist', '1000', '100% ', 'Vasant Kunj', 'Kanpur']
['Dr. Arihant Surana', '13', 'Dermatologist', '700', '97% ', 'Defence Colony', 'Kanpur']
['Dr. Shilpi Bansal', '18', 'Homoeopath', '450', '99% ', 'Rohini Sector 3', 'Kanpur']
['Dr. Mahesh Verma', '34', 'Ayurveda', '1500', '100% ', 'Rohini Sector 15', 'Kanpur']
['Dr. Monica Chahar', '39', 'Dentist', '1700', '100% ', 'Dwarka Sector 19', 'Nagpur']
['Dr. Parul Singh', '25', 'Dermatologist', '500', '100% ', 'Kalkaji', 'Nagpur']
['Dr. Ajita Bagai', '18', 'Homoeopath', '1000', '100% ', 'Panchsheel Park', 'Nagpur']
['Dr. Gurdeep Dhiman', '20', 'Ayurveda', '800', '98% ', 'Tilak Nagar', 'Nagpur']
['Dr. JPS Bakshi', '15', 'Dentist', '1200', '98% ', 'Old Rajendra Nagar', 'Nagpur']
['Dr. Pinky Choudhary', '31', 'Dermatologist', '600', '100% ', 'Panchsheel Enclave', 'Nagpur']
['Dr. Neha Gera', '7', 'Homoeopath', '500', '96% ', 'New Rajendra Nagar', 'Nagpur']
['Dr. A. K.Gupta', '21', 'Ayurveda', '800', '91% ', 'Rajouri Garden', 'Nagpur']
['Dr. Astha Jindal', '28', 'Dentist', '300', '99% ', 'Badli', 'Nagpur']
['Dr. Sanjeev Kohli', '14', 'Dermatologist', '500', '100% ', 'Moti Nagar', 'Nagpur']
['Dr. Mamta Patel', '16', 'Homoeopath', '1000', '99% ', 'Ashok Vihar Phase 1', 'Nagpur']
['Dr. Jigyasa Wadhwa', '28', 'Ayurveda', '300', '100% ', 'Krishna Nagar', 'Nagpur']
['Dr. Sandeep Sarao', '36', 'Dentist', '300', '99% ', 'Shakarpur', 'Nagpur']
['Dr. Sudha Asokan', '45', 'Dermatologist', '1500', '94% ', 'Safdarjung Enclave', 'Nagpur']
['Dr. Yogesh Tandon', '12', 'Homoeopath', '700', '100% ', 'Pitampura', 'Nagpur']
['Dr. Ved Prakash (Vaidya Ji)', '9', 'Ayurveda', '250', '100% ', 'Janakpuri', 'Nagpur']
['Dr. Malik Ayurvedacharya', '23', 'Dentist', '300', '100% ', 'Shakarpur', 'Nagpur']
['Dr. Vikas Gupta', '24', 'Dermatologist', '700', '100% ', 'Shalimar Bagh', 'Nagpur']
['Dr. Namita Bajoria', '12', 'Homoeopath', '500', '100% ', 'Janakpuri', 'Nagpur']
['Dr. Sunita Choudhary', '10', 'Ayurveda', '500', '100% ', 'Vasant Kunj', 'Nagpur']
['Dr. C. P. Verma', '10', 'Dentist', '600', '99% ', 'Dwarka Sector 13', 'Nagpur']
['Dr. Ashish Bhardwaj', '7', 'Dermatologist', '500', '92% ', 'Rajouri Garden', 'Nagpur']
['Dr. Raj Kumar', '13', 'Homoeopath', '500', '100% ', 'Rani Khera', 'Nagpur']
['Dr. Ankur Gupta', '21', 'Ayurveda', '700', '100% ', 'Dwarka', 'Nagpur']
['Dr. Vikee Singh', '11', 'Dentist', '500', '100% ', 'Safdarjung Enclave', 'Nagpur']
['Dr. Poonam Valecha', '11', 'Dermatologist', '500', '100% ', 'Rohini', 'Nagpur']
['Dr. Ruchi Gupta', '42', 'Homoeopath', '500', '98% ', 'Pitampura', 'Nagpur']
['Dr. Ritesh', '11', 'Ayurveda', '300', '100% ', 'Vasant Kunj', 'Nagpur']
['Dr. Jitender Dabas', '25', 'Dentist', '700', '99% ', 'Dwarka Sector 6', 'Nagpur']
['Dr. Himesh Jain', '15', 'Dermatologist', '500', '98% ', 'Paschim Vihar', 'Nagpur']
['Dr. Kavita Sirohi', '13', 'Homoeopath', '300', '100% ', 'Safdarjung Enclave', 'Nagpur']
['Dr. Nidhi Walia', '16', 'Ayurveda', '400', '100% ', 'Preet Vihar', 'Nagpur']
['Dr. Shruti Goyal', '12', 'Dentist', '300', '100% ', 'Rohini Sector 8', 'Nagpur']
['Dr. Renu Madan', '13', 'Dermatologist', '500', '100% ', 'Dwarka', 'Nagpur']
['Dr. Sumit Kumar Bose', '13', 'Homoeopath', '1000', '100% ', 'Sarita Vihar', 'Nagpur']
['Dr. Kashish Kalra', '13', 'Ayurveda', '200', '100% ', 'Saket', 'Nagpur']
['Dr. Kavish Chouhan', '24', 'Dentist', '500', '92% ', 'Defence Colony', 'Indore']
['Dr. Sumit Gupta', '17', 'Dermatologist', '500', '86% ', 'Punjabi Bagh', 'Indore']
['Dr. Soni Gupta', '18', 'Homoeopath', '500', '100% ', 'Panchsheel Park', 'Indore']
['Dr. Jai Dhingra', '23', 'Ayurveda', '1500', '97% ', 'Pitampura', 'Indore']
['Dr. Ankita Pant', '10', 'Dentist', '1000', '100% ', 'Panchsheel Park', 'Indore']
['Dr. Bhavna Mangla', '11', 'Dermatologist', '800', '98% ', 'Pitampura', 'Indore']
['Dr. Kanu Verma', '37', 'Homoeopath', '1000', '29% ', 'Dwarka', 'Indore']
['Dr. Sutapa Datta', '11', 'Ayurveda', '1000', '100% ', 'Janakpuri', 'Indore']
['Dr. Chander Vansh Bareja', '12', 'Dentist', '1000', '100% ', 'Pitampura', 'Indore']
['Dr. Vishwajeet Singh', '13', 'Dermatologist', '1000', '100% ', 'Dwarka', 'Indore']
['Dr. Yogesh Sehgal', '41', 'Homoeopath', '1200', '100% ', 'Mayur Vihar Ph-II', 'Indore']
['Dr. Geeta Rani Arora', '24', 'Ayurveda', '800', '100% ', 'Kalkaji', 'Indore']
['Dr. Priyanka Sharma', '53', 'Dentist', '700', '100% ', 'Paschim Vihar', 'Indore']
['Dr. Rinkush Budhiraja', '21', 'Dermatologist', '700', '100% ', 'Shalimar Bagh', 'Indore']
['Dr. Seema Bali', '24', 'Homoeopath', '450', '92% ', 'Patel Nagar West', 'Indore']
['Dr. Junaid Alam', '15', 'Ayurveda', '450', '100% ', 'Neb Sarai', 'Indore']
['Dr. Priyanka M. Tiwari', '19', 'Dentist', '450', '100% ', 'Paschim Vihar', 'Indore']
['Dr. Sree Raj S', '24', 'Dermatologist', '450', '92% ', 'Sarita Vihar', 'Indore']
['Dr. Amit Arora', '23', 'Homoeopath', '700', '100% ', 'Rajouri Garden', 'Indore']
['Dr. Nikhil Goyal', '24', 'Ayurveda', '450', '98% ', 'Rohini Sector 8', 'Indore']
['Dr. Rudra', '18', 'Dentist', '450', '98% ', 'Vasundhra Enclave', 'Indore']
['Dr. Priyanka Jain', '33', 'Dermatologist', '1200', '93% ', 'Rohini Sector 24', 'Indore']
['Dr. Aparna Singhal', '14', 'Homoeopath', '800', '97% ', 'Punjabi Bagh', 'Indore']
['Dr. Purva Shrivastava', '21', 'Ayurveda', '800', '100% ', 'Paschim Vihar', 'Indore']
['Dr. Abhimanyu Sharma', '40', 'Dentist', '1000', '100% ', 'Vasundhra Enclave', 'Indore']
['Dr. Monica Shahi', '26', 'Dermatologist', '2000', '100% ', 'Panchsheel Enclave', 'Indore']
['Dr. Abhishek Shekhar', '34', 'Homoeopath', '700', '98% ', 'Uttam Nagar', 'Indore']
['Dr. Sanneya Manchanda', '16', 'Ayurveda', '299', '97% ', 'Jangpura', 'Indore']
['Dr. Prerna Mahapatra', '34', 'Dentist', '400', '90% ', 'Dwarka Sector 22', 'Indore']
['Dr. Ravi Kumar Joshi', '16', 'Dermatologist', '299', '94% ', 'Sarita Vihar', 'Indore']
['Dr. Namrata Ghai', '30', 'Homoeopath', '1500', '89% ', 'Bali Nagar', 'Indore']
['Dr. Ritu Gupta', '13', 'Ayurveda', '600', '50% ', 'Surajmal Vihar', 'Indore']
['Dr. Mahima Wadhwa', '12', 'Dentist', '500', '33% ', 'Shalimar Bagh', 'Indore']
['Dr. Ranjan Upadhyay', '10', 'Dermatologist', '200', '56% ', 'Vasant Kunj', 'Indore']
['Dr. Gaurav Bhardwaj', '9', 'Homoeopath', '500', '100% ', 'Punjabi Bagh', 'Indore']
['Dr. Jaya Gupta', '9', 'Ayurveda', '500', '100% ', 'Greater Kailash Part 1', 'Indore']
['Dr. Pallavi Chandna Rohatagi', '13', 'Dentist', '500', '95% ', 'Panchsheel Park', 'Thane']
['Dr. J.K. Jain', '30', 'Dermatologist', '750', '100% ', 'Patparganj', 'Thane']
['Dr. Bhawna Bhardwaj', '10', 'Homoeopath', '200', '98% ', 'Greater Kailash Part 1', 'Thane']
['Dr. Neha Rajput', '14', 'Ayurveda', '1500', '67% ', 'Naraina Vihar', 'Thane']
['Dr. Nisha Sethi', '13', 'Dentist', '500', '97% ', 'Paschim Vihar', 'Thane']
['Dr. Mohammad Faizan', '24', 'Dermatologist', '800', '98% ', 'Jamia Nagar', 'Thane']
['Dr. Kartik Nigam', '36', 'Homoeopath', '2000', '100% ', 'Mayur Vihar Ph-I', 'Thane']
['Dr. Kritika', '23', 'Ayurveda', '900', '99% ', 'Vikas Puri', 'Thane']
['Dr. Hemant Kumar Mittal', '14', 'Dentist', '800', '99% ', 'Rohini', 'Thane']
['Dr. R.C Upadhyaya', '18', 'Dermatologist', '900', '100% ', 'Vasundhra Enclave', 'Thane']
['Dr. Preeti Deswal', '18', 'Homoeopath', '1000', '96% ', 'Laxmi Nagar', 'Thane']
['Dr. Pallavi Joshi', '41', 'Ayurveda', '1300', '96% ', 'Saket', 'Thane']
['Dr. Jyoti Singh', '14', 'Dentist', '1000', '91% ', 'Vasant Kunj', 'Thane']
['Dr. Subhima Bhalla', '12', 'Dermatologist', '1000', '96% ', 'Nizamuddin East', 'Thane']
['Dr. Shikha Goel', '17', 'Homoeopath', '1000', '98% ', 'Malviya Nagar', 'Thane']
['Dr. Deepa Singh', '20', 'Ayurveda', '1000', '86% ', 'Mayur Vihar Ph-III', 'Thane']
['Dr. Ankita Kalra', '13', 'Dentist', '700', '80% ', 'Dwarka Sector 7', 'Thane']
['Dr. Srishti Bhatia', '18', 'Dermatologist', '450', '97% ', 'Janakpuri', 'Thane']
['Dr. Heena Gandhi', '34', 'Homoeopath', '1500', '93% ', 'Shalimar Bagh', 'Thane']
['Dr. Ankit Jain', '39', 'Ayurveda', '1700', '100% ', 'Tri Nagar', 'Thane']
['Dr. Tarun Sharma', '25', 'Dentist', '500', '99% ', 'Prashant Vihar', 'Thane']
['Dr. Raj Arya', '18', 'Dermatologist', '1000', '100% ', 'Dwarka', 'Thane']
['Dr. Deepak Nakra', '20', 'Homoeopath', '800', '97% ', 'Punjabi Bagh', 'Thane']
['Dr. S.B Shrivastava', '15', 'Ayurveda', '1200', '100% ', 'Paschim Vihar', 'Thane']
['Dr. Meenakshi Kapoor', '31', 'Dentist', '600', '96% ', 'Rohini Sector 7', 'Thane']
['Dr. Safa I.Patrik', '7', 'Dermatologist', '500', '100% ', 'Anand Vihar', 'Thane']
